[2025-10-07 17:54:57.741 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Retrieved 17 Car records | UserContext:  | TraceId: a3d2a4a0925ddd6d34fe4832a5ddf1bf | Properties: { ActionId: "33065911-3e6b-49f6-8b2e-6cb517056bd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetAll (AutoriaFinal.API)", RequestId: "0HNG5JJ0ARBSH:00003423", RequestPath: "/api/Car", ConnectionId: "0HNG5JJ0ARBSH" } 
[2025-10-07 17:54:57.690 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Retrieved 17 Car records | UserContext:  | TraceId: 5c75443cdbf5d1dcaea6b4531ff4ea95 | Properties: { ActionId: "33065911-3e6b-49f6-8b2e-6cb517056bd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetAll (AutoriaFinal.API)", RequestId: "0HNG5JJ0ARBSH:00003431", RequestPath: "/api/Car", ConnectionId: "0HNG5JJ0ARBSH" } 
[2025-10-07 17:54:57.690 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Retrieved 17 Car records | UserContext:  | TraceId: 3f8c2a8eeb909f5aacd645893fbd8c39 | Properties: { ActionId: "33065911-3e6b-49f6-8b2e-6cb517056bd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetAll (AutoriaFinal.API)", RequestId: "0HNG5JJ0ARBSH:00003403", RequestPath: "/api/Car", ConnectionId: "0HNG5JJ0ARBSH" } 
[2025-10-07 17:54:57.697 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Retrieved 17 Car records | UserContext:  | TraceId: 47ae47cb0fc32c092a88a9d62ac7be23 | Properties: { ActionId: "33065911-3e6b-49f6-8b2e-6cb517056bd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetAll (AutoriaFinal.API)", RequestId: "0HNG5JJ0ARBSH:00003445", RequestPath: "/api/Car", ConnectionId: "0HNG5JJ0ARBSH" } 
[2025-10-07 17:54:57.703 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Retrieved 17 Car records | UserContext:  | TraceId: e8bfbcaa1937c30db6ec715a1f3f6fbe | Properties: { ActionId: "33065911-3e6b-49f6-8b2e-6cb517056bd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetAll (AutoriaFinal.API)", RequestId: "0HNG5JJ0ARBSH:0000343D", RequestPath: "/api/Car", ConnectionId: "0HNG5JJ0ARBSH" } 
[2025-10-07 17:54:57.711 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Retrieved 17 Car records | UserContext:  | TraceId: 72f257e304cf96eae5442ed6e0037411 | Properties: { ActionId: "33065911-3e6b-49f6-8b2e-6cb517056bd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetAll (AutoriaFinal.API)", RequestId: "0HNG5JJ0ARBSH:0000341F", RequestPath: "/api/Car", ConnectionId: "0HNG5JJ0ARBSH" } 
[2025-10-07 17:54:57.716 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Retrieved 17 Car records | UserContext:  | TraceId: 4652fa7d21a133d95d5b9a6cd41e1bb8 | Properties: { ActionId: "33065911-3e6b-49f6-8b2e-6cb517056bd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetAll (AutoriaFinal.API)", RequestId: "0HNG5JJ0ARBSH:00003413", RequestPath: "/api/Car", ConnectionId: "0HNG5JJ0ARBSH" } 
[2025-10-07 17:54:57.726 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Retrieved 17 Car records | UserContext:  | TraceId: 5aaf61ad1a59eb1a1b059b1c0db0d864 | Properties: { ActionId: "33065911-3e6b-49f6-8b2e-6cb517056bd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetAll (AutoriaFinal.API)", RequestId: "0HNG5JJ0ARBSH:00003405", RequestPath: "/api/Car", ConnectionId: "0HNG5JJ0ARBSH" } 
[2025-10-07 17:54:57.731 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Retrieved 17 Car records | UserContext:  | TraceId: 361e0ffcedae12ead2e3b6b26b65ed80 | Properties: { ActionId: "33065911-3e6b-49f6-8b2e-6cb517056bd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetAll (AutoriaFinal.API)", RequestId: "0HNG5JJ0ARBSH:0000340F", RequestPath: "/api/Car", ConnectionId: "0HNG5JJ0ARBSH" } 
[2025-10-07 17:54:57.735 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:7249/api/Car?page=1&pageSize=12 - 499 null application/json; charset=utf-8 711.934ms | UserContext:  | TraceId: 0c987a7f7e1394435282a8ce018d4d26 | Properties: { EventId: { Id: 2 }, RequestId: "0HNG5JJ0ARBSH:00003409", RequestPath: "/api/Car", ConnectionId: "0HNG5JJ0ARBSH" } 
[2025-10-07 17:54:57.689 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Retrieved 17 Car records | UserContext:  | TraceId: 754850962482803fc8618be0ba78be88 | Properties: { ActionId: "33065911-3e6b-49f6-8b2e-6cb517056bd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetAll (AutoriaFinal.API)", RequestId: "0HNG5JJ0ARBSH:0000342B", RequestPath: "/api/Car", ConnectionId: "0HNG5JJ0ARBSH" } 
