[2025-10-03 00:00:43.383 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 OPTIONS https://localhost:7249/api/Auction/ready-to-start - null null | UserContext:  | TraceId: 9cb90775cd5f331aa8419079165e09e9 | Properties: { EventId: { Id: 1 }, RequestId: "0HNG1TML4JQ4A:00000003", RequestPath: "/api/Auction/ready-to-start", ConnectionId: "0HNG1TML4JQ4A" } 
[2025-10-03 00:00:43.383 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 OPTIONS https://localhost:7249/api/Auction/live - null null | UserContext:  | TraceId: e1c7549bc0e188b12e6aca687e70f5c4 | Properties: { EventId: { Id: 1 }, RequestId: "0HNG1TML4JQ4A:00000001", RequestPath: "/api/Auction/live", ConnectionId: "0HNG1TML4JQ4A" } 
[2025-10-03 00:00:43.442 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 OPTIONS https://localhost:7249/api/Auction/live - 204 null null 58.3397ms | UserContext:  | TraceId: e1c7549bc0e188b12e6aca687e70f5c4 | Properties: { EventId: { Id: 2 }, RequestId: "0HNG1TML4JQ4A:00000001", RequestPath: "/api/Auction/live", ConnectionId: "0HNG1TML4JQ4A" } 
[2025-10-03 00:00:43.442 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 OPTIONS https://localhost:7249/api/Auction/ready-to-start - 204 null null 58.3446ms | UserContext:  | TraceId: 9cb90775cd5f331aa8419079165e09e9 | Properties: { EventId: { Id: 2 }, RequestId: "0HNG1TML4JQ4A:00000003", RequestPath: "/api/Auction/ready-to-start", ConnectionId: "0HNG1TML4JQ4A" } 
[2025-10-03 00:00:43.461 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:7249/api/Auction/ready-to-start - application/json null | UserContext:  | TraceId: c8539f252269156b9dc968e0ff6365f6 | Properties: { EventId: { Id: 1 }, RequestId: "0HNG1TML4JQ4B:00000003", RequestPath: "/api/Auction/ready-to-start", ConnectionId: "0HNG1TML4JQ4B" } 
[2025-10-03 00:00:43.461 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:7249/api/Auction/live - application/json null | UserContext:  | TraceId: 779d9280c1eb8a87b5d099d7241bbb16 | Properties: { EventId: { Id: 1 }, RequestId: "0HNG1TML4JQ4B:00000001", RequestPath: "/api/Auction/live", ConnectionId: "0HNG1TML4JQ4B" } 
[2025-10-03 00:00:43.696 +04:00 WRN] Microsoft.EntityFrameworkCore.Query - Compiling a query which loads related collections for more than one collection navigation, either via 'Include' or through projection, but no 'QuerySplittingBehavior' has been configured. By default, Entity Framework will use 'QuerySplittingBehavior.SingleQuery', which can potentially result in slow query performance. See https://go.microsoft.com/fwlink/?linkid=2134277 for more information. To identify the query that's triggering this warning call 'ConfigureWarnings(w => w.Throw(RelationalEventId.MultipleCollectionIncludeWarning))'. | UserContext:  | TraceId: 779d9280c1eb8a87b5d099d7241bbb16 | Properties: { EventId: { Id: 20504, Name: "Microsoft.EntityFrameworkCore.Query.MultipleCollectionIncludeWarning" }, ActionId: "71fc4420-4dc1-49c8-bc45-c5d1d3d8d11b", ActionName: "AutoriaFinal.API.Controllers.Auctions.AuctionController.GetLiveAuctions (AutoriaFinal.API)", RequestId: "0HNG1TML4JQ4B:00000001", RequestPath: "/api/Auction/live", ConnectionId: "0HNG1TML4JQ4B" } 
[2025-10-03 00:00:43.734 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:7249/api/Auction/ready-to-start - 200 null application/json; charset=utf-8 273.1438ms | UserContext:  | TraceId: c8539f252269156b9dc968e0ff6365f6 | Properties: { EventId: { Id: 2 }, RequestId: "0HNG1TML4JQ4B:00000003", RequestPath: "/api/Auction/ready-to-start", ConnectionId: "0HNG1TML4JQ4B" } 
[2025-10-03 00:00:43.764 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:7249/api/Auction/live - 200 null application/json; charset=utf-8 303.3636ms | UserContext:  | TraceId: 779d9280c1eb8a87b5d099d7241bbb16 | Properties: { EventId: { Id: 2 }, RequestId: "0HNG1TML4JQ4B:00000001", RequestPath: "/api/Auction/live", ConnectionId: "0HNG1TML4JQ4B" } 
[2025-10-03 00:00:46.306 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 OPTIONS https://localhost:7249/api/Car - null null | UserContext:  | TraceId: 69c54cd72e74da804239688b5b2094a5 | Properties: { EventId: { Id: 1 }, RequestId: "0HNG1TML4JQ4A:00000005", RequestPath: "/api/Car", ConnectionId: "0HNG1TML4JQ4A" } 
[2025-10-03 00:00:46.308 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 OPTIONS https://localhost:7249/api/Location - null null | UserContext:  | TraceId: b7433a8c3af426942914508b1bf7196b | Properties: { EventId: { Id: 1 }, RequestId: "0HNG1TML4JQ4A:00000007", RequestPath: "/api/Location", ConnectionId: "0HNG1TML4JQ4A" } 
[2025-10-03 00:00:46.321 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 OPTIONS https://localhost:7249/api/Car - 204 null null 14.8459ms | UserContext:  | TraceId: 69c54cd72e74da804239688b5b2094a5 | Properties: { EventId: { Id: 2 }, RequestId: "0HNG1TML4JQ4A:00000005", RequestPath: "/api/Car", ConnectionId: "0HNG1TML4JQ4A" } 
[2025-10-03 00:00:46.327 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:7249/api/Car - application/json null | UserContext:  | TraceId: cd2b1512b908be191159b546758c1602 | Properties: { EventId: { Id: 1 }, RequestId: "0HNG1TML4JQ4B:00000005", RequestPath: "/api/Car", ConnectionId: "0HNG1TML4JQ4B" } 
[2025-10-03 00:00:46.330 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 OPTIONS https://localhost:7249/api/Location - 204 null null 22.3875ms | UserContext:  | TraceId: b7433a8c3af426942914508b1bf7196b | Properties: { EventId: { Id: 2 }, RequestId: "0HNG1TML4JQ4A:00000007", RequestPath: "/api/Location", ConnectionId: "0HNG1TML4JQ4A" } 
[2025-10-03 00:00:46.336 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:7249/api/Location - application/json null | UserContext:  | TraceId: 326e46836ed1bb26ef0953cdeafc0952 | Properties: { EventId: { Id: 1 }, RequestId: "0HNG1TML4JQ4B:00000007", RequestPath: "/api/Location", ConnectionId: "0HNG1TML4JQ4B" } 
[2025-10-03 00:00:46.394 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Fetching all Car records | UserContext:  | TraceId: cd2b1512b908be191159b546758c1602 | Properties: { ActionId: "1043222f-c034-4768-aad9-4b12921753aa", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetAll (AutoriaFinal.API)", RequestId: "0HNG1TML4JQ4B:00000005", RequestPath: "/api/Car", ConnectionId: "0HNG1TML4JQ4B" } 
